label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
HELLO,0.25696906447410583,0.7326732277870178,4.451885970979674e-09,0.2957080900669098,0.675727128982544,-0.010024834424257278,0.30598151683807373,0.594601035118103,-0.010952631942927837,0.2715132236480713,0.5431363582611084,-0.013179955072700977,0.2313879132270813,0.5536139011383057,-0.016007348895072937,0.28396350145339966,0.527687132358551,0.005054742097854614,0.2762698829174042,0.45671093463897705,-0.00326778506860137,0.26468467712402344,0.41866838932037354,-0.01476991456001997,0.2517315745353699,0.3862701654434204,-0.024843038991093636,0.25356388092041016,0.5270161628723145,-0.0003979837638325989,0.2408343255519867,0.4521642029285431,-0.006619525142014027,0.2304256707429886,0.4042944312095642,-0.01942398212850094,0.21815526485443115,0.36363494396209717,-0.03155524283647537,0.22827744483947754,0.5416199564933777,-0.008759628981351852,0.2127058506011963,0.47124940156936646,-0.01679845154285431,0.20222622156143188,0.42598700523376465,-0.03079451620578766,0.18962979316711426,0.38818851113319397,-0.0422544851899147,0.2053905725479126,0.5682369470596313,-0.018886655569076538,0.19144216179847717,0.5103114247322083,-0.025898076593875885,0.18325665593147278,0.47284191846847534,-0.03368181735277176,0.174160435795784,0.4392131268978119,-0.04153192788362503
HELLO,0.34721699357032776,0.5107909440994263,1.2183872399873508e-07,0.3856630325317383,0.4711238741874695,-0.010777403600513935,0.4030364751815796,0.3994036912918091,-0.011183617636561394,0.37885406613349915,0.3469480276107788,-0.011736606247723103,0.34230148792266846,0.3420059084892273,-0.012563247233629227,0.3865557014942169,0.3280872702598572,0.00280435080640018,0.3847964406013489,0.26248350739479065,-0.0034310161136090755,0.37862852215766907,0.22354957461357117,-0.012818212620913982,0.369836688041687,0.19054362177848816,-0.020819280296564102,0.3583519756793976,0.32248663902282715,-0.0006031678640283644,0.35317182540893555,0.24721476435661316,-0.004831304308027029,0.3472979664802551,0.20012634992599487,-0.015161623246967793,0.3384529948234558,0.1625746339559555,-0.024252021685242653,0.3338102698326111,0.33077195286750793,-0.0063932836055755615,0.32391810417175293,0.2614103853702545,-0.011797879822552204,0.3197724521160126,0.2166467010974884,-0.02266182005405426,0.3127640187740326,0.18199898302555084,-0.03101254813373089,0.31039997935295105,0.3510187268257141,-0.013816341757774353,0.3039613366127014,0.2937585413455963,-0.018094900995492935,0.30137017369270325,0.25680455565452576,-0.022668693214654922,0.29759377241134644,0.22585797309875488,-0.027204299345612526
HELLO,0.18962663412094116,0.5467613935470581,1.5350123305779562e-07,0.22025012969970703,0.5122288465499878,-0.012808597646653652,0.2351629137992859,0.46567827463150024,-0.016615895554423332,0.21195156872272491,0.42579513788223267,-0.019864117726683617,0.18263471126556396,0.41860902309417725,-0.023497093468904495,0.22030776739120483,0.4083193242549896,-0.002069705631583929,0.21781696379184723,0.35616815090179443,-0.0089222127571702,0.21430715918540955,0.3248365521430969,-0.017625799402594566,0.2106860727071762,0.2981049418449402,-0.024701664224267006,0.19687405228614807,0.4042160212993622,-0.0032763301860541105,0.1936597228050232,0.34754297137260437,-0.008170553483068943,0.1913774609565735,0.3116059899330139,-0.01718977838754654,0.1890609860420227,0.2829574942588806,-0.024861661717295647,0.17712751030921936,0.411304235458374,-0.006703467108309269,0.17101438343524933,0.3580535054206848,-0.01229062583297491,0.17002485692501068,0.32418328523635864,-0.020664000883698463,0.169233039021492,0.29738086462020874,-0.026897046715021133,0.1570657193660736,0.42758989334106445,-0.011760607361793518,0.15310817956924438,0.38385069370269775,-0.016026614233851433,0.15254713594913483,0.35628655552864075,-0.019097527489066124,0.1528978943824768,0.3327632546424866,-0.021988440304994583
HELLO,0.31295812129974365,0.5187589526176453,5.4360512535822636e-08,0.3475217819213867,0.49414440989494324,-0.010348075069487095,0.368320494890213,0.4441413879394531,-0.0123409079387784,0.358188658952713,0.3958185315132141,-0.014146811328828335,0.3355579376220703,0.384914755821228,-0.016353921964764595,0.35543903708457947,0.3795027434825897,-0.0011515849037095904,0.3571494519710541,0.32687196135520935,-0.007795162033289671,0.3545397222042084,0.2980099618434906,-0.016560642048716545,0.3505178987979889,0.2734198272228241,-0.023654600605368614,0.3328537344932556,0.37287092208862305,-0.0029404463712126017,0.3334674537181854,0.313090443611145,-0.007603106554597616,0.3324252963066101,0.27699634432792664,-0.016255676746368408,0.3280963599681854,0.24778954684734344,-0.023886820301413536,0.31319278478622437,0.37735098600387573,-0.006686488166451454,0.31043684482574463,0.32161515951156616,-0.01239396445453167,0.31039148569107056,0.2878589630126953,-0.020721999928355217,0.30741268396377563,0.2616235911846161,-0.027051160112023354,0.29328063130378723,0.3908390700817108,-0.011798749677836895,0.2911055386066437,0.34409308433532715,-0.016531137749552727,0.2918858528137207,0.3155806362628937,-0.02043669857084751,0.29193171858787537,0.29122328758239746,-0.024059196934103966
HELLO,0.4774549603462219,0.5016760230064392,5.261298952063953e-08,0.5118408203125,0.4840405583381653,-0.008477731607854366,0.537950336933136,0.43398529291152954,-0.009925248101353645,0.5372196435928345,0.38810989260673523,-0.011869505979120731,0.5096046328544617,0.3779790997505188,-0.014936260879039764,0.526419997215271,0.3589358329772949,-0.0004204588185530156,0.5280429124832153,0.30609941482543945,-0.006440233904868364,0.5249233245849609,0.2746695876121521,-0.015887100249528885,0.5195146799087524,0.24629244208335876,-0.024037297815084457,0.5057022571563721,0.3531515896320343,-0.004778876900672913,0.5063294768333435,0.2908255159854889,-0.00983205996453762,0.5049762725830078,0.25229406356811523,-0.019930154085159302,0.4991563558578491,0.21947786211967468,-0.028548505157232285,0.4859448969364166,0.36018839478492737,-0.010759559459984303,0.48395174741744995,0.3004768490791321,-0.017148759216070175,0.48340705037117004,0.26078885793685913,-0.027686890214681625,0.478613942861557,0.2292207032442093,-0.03564238175749779,0.4649121165275574,0.37548789381980896,-0.017904628068208694,0.464601069688797,0.32340848445892334,-0.024235770106315613,0.4649527072906494,0.290404736995697,-0.029826119542121887,0.46348896622657776,0.26186636090278625,-0.034677088260650635
HELLO,0.5750584602355957,0.5118234753608704,2.3801023374403485e-09,0.6110787391662598,0.49498841166496277,-0.005959201604127884,0.636907160282135,0.4489280879497528,-0.00702954875305295,0.6407736539840698,0.4052543640136719,-0.009244803339242935,0.621147871017456,0.3964579105377197,-0.012232380919158459,0.6283403635025024,0.3781064748764038,0.0027732255402952433,0.6339529156684875,0.332758367061615,-0.003766978159546852,0.6324582099914551,0.3056655824184418,-0.013005971908569336,0.6284720301628113,0.2808268964290619,-0.02082166261970997,0.6109559535980225,0.37025541067123413,-0.0026336065493524075,0.616001546382904,0.310688316822052,-0.008452007547020912,0.6157092452049255,0.27211058139801025,-0.01804869808256626,0.6113793253898621,0.23853425681591034,-0.026015829294919968,0.5935636162757874,0.3735405206680298,-0.009653372690081596,0.5954975485801697,0.3165452480316162,-0.01660005934536457,0.5955895781517029,0.2790554463863373,-0.025982916355133057,0.5922925472259521,0.2485293745994568,-0.03290052339434624,0.5747096538543701,0.38560470938682556,-0.017625650390982628,0.5765594244003296,0.3386037051677704,-0.023683462291955948,0.5786200761795044,0.30852842330932617,-0.028359955176711082,0.5788047313690186,0.2824536859989166,-0.032488562166690826
HELLO,0.6977385878562927,0.5376313328742981,6.142850672574696e-09,0.6638739109039307,0.5132256746292114,-0.015203757211565971,0.644677996635437,0.4637458920478821,-0.02066936157643795,0.6602675914764404,0.42162930965423584,-0.02560456469655037,0.6866515874862671,0.4160567820072174,-0.029706386849284172,0.6463786959648132,0.4033563435077667,-0.005496680270880461,0.6379260420799255,0.3481186628341675,-0.014942947775125504,0.6368883848190308,0.31300050020217896,-0.0238967202603817,0.6379755735397339,0.28409647941589355,-0.03173837810754776,0.6685940027236938,0.3948405385017395,-0.0065144202671945095,0.661070704460144,0.33479249477386475,-0.015370518900454044,0.6584393382072449,0.2947654128074646,-0.024031395092606544,0.656686544418335,0.26199012994766235,-0.030688289552927017,0.6906581521034241,0.3983627259731293,-0.010213545523583889,0.6858377456665039,0.341394305229187,-0.019989624619483948,0.6839839816093445,0.30407464504241943,-0.02889886312186718,0.6829171776771545,0.27296581864356995,-0.03502132371068001,0.7142239809036255,0.4131467342376709,-0.015736088156700134,0.7105693817138672,0.3681586682796478,-0.025492560118436813,0.7093139886856079,0.3370820879936218,-0.03162519633769989,0.7089980840682983,0.3108891248703003,-0.03585333004593849
HELLO,0.7522504329681396,0.5116738080978394,-3.4747809074531233e-09,0.72077876329422,0.4787931442260742,-0.01940138451755047,0.7015480399131775,0.4293530583381653,-0.028551457449793816,0.7157715559005737,0.3839375674724579,-0.03620302304625511,0.7447042465209961,0.3708045184612274,-0.04286172613501549,0.7069647312164307,0.3650128245353699,-0.010575632564723492,0.6978085041046143,0.3080287575721741,-0.020765962079167366,0.6948493719100952,0.2718386948108673,-0.030129218474030495,0.6941888332366943,0.24066898226737976,-0.03834892436861992,0.728899359703064,0.35630130767822266,-0.009813567623496056,0.7209444046020508,0.29258185625076294,-0.01859091781079769,0.7173330783843994,0.2522120773792267,-0.026838986203074455,0.7139522433280945,0.2197968065738678,-0.033640116453170776,0.7507195472717285,0.3604574501514435,-0.011993637308478355,0.7423799633979797,0.29989904165267944,-0.022417554631829262,0.7373082041740417,0.2625236511230469,-0.03006972372531891,0.7334927916526794,0.2303396463394165,-0.03531903401017189,0.7735267877578735,0.3766636252403259,-0.01631883718073368,0.7702420353889465,0.32691824436187744,-0.026747802272439003,0.7671043872833252,0.29594218730926514,-0.031928498297929764,0.7646620869636536,0.26709017157554626,-0.0353970006108284
HELLO,0.6396408677101135,0.4118262529373169,-5.492887922287082e-08,0.6041969060897827,0.38601401448249817,-0.015996543690562248,0.5816207528114319,0.3337706923484802,-0.022075144574046135,0.5934902429580688,0.28433090448379517,-0.028136463835835457,0.621467113494873,0.2721228003501892,-0.03299589827656746,0.5837398171424866,0.2671465277671814,-0.003431763732805848,0.5724836587905884,0.21057410538196564,-0.013316978700459003,0.5693063139915466,0.17514418065547943,-0.02291521243751049,0.5686923861503601,0.1445826143026352,-0.03128042817115784,0.6050059199333191,0.25532469153404236,-0.0045279813930392265,0.5942869782447815,0.189860999584198,-0.013254348188638687,0.5906223058700562,0.14864511787891388,-0.021438926458358765,0.5879718661308289,0.11534096300601959,-0.028237519785761833,0.6274333000183105,0.25592753291130066,-0.008768522180616856,0.621261477470398,0.19455862045288086,-0.01846904866397381,0.6187148094177246,0.15696683526039124,-0.026335585862398148,0.6163021922111511,0.1260700523853302,-0.03211444243788719,0.6520627737045288,0.2673044502735138,-0.01519563514739275,0.6469296216964722,0.2193940281867981,-0.024326656013727188,0.6440359354019165,0.18693482875823975,-0.029820352792739868,0.6413156986236572,0.1603453904390335,-0.03401662036776543
HELLO,0.5205361247062683,0.4504896402359009,3.366308476415725e-08,0.4848991930484772,0.43143850564956665,-0.014813686721026897,0.4609255790710449,0.38184571266174316,-0.021831396967172623,0.47100400924682617,0.335858553647995,-0.028470102697610855,0.49750736355781555,0.3240930438041687,-0.0342441201210022,0.463072806596756,0.31111299991607666,-0.010660083033144474,0.45437419414520264,0.2493729442358017,-0.021628430113196373,0.4520297944545746,0.21154284477233887,-0.03042151965200901,0.4523185193538666,0.1801159381866455,-0.03801117464900017,0.48450884222984314,0.30290183424949646,-0.013277806341648102,0.4756816625595093,0.23465877771377563,-0.02393934689462185,0.47310808300971985,0.19067636132240295,-0.03295082598924637,0.4723955988883972,0.1543392837047577,-0.039834074676036835,0.506870687007904,0.3066784143447876,-0.01822170615196228,0.5022323131561279,0.24267363548278809,-0.029438182711601257,0.5005947947502136,0.2018972784280777,-0.03868754953145981,0.4998938739299774,0.16768258810043335,-0.045181117951869965,0.5305899977684021,0.3203195631504059,-0.024822289124131203,0.5259813070297241,0.270519495010376,-0.03607095032930374,0.5244244933128357,0.23678520321846008,-0.04297291114926338,0.5235152244567871,0.20800259709358215,-0.04781144857406616
